nom_commune_postal,latitude,longitude,code_postal,code_commune_INSEE,nom_departement,nom_département
YTRES,50.0647969783,2.99626975733,62124,62909,Pas-de-Calais,Pas-de-Calais
ABBEVILLE,50.1083582944,1.83209170207,80100,80001,Somme,Somme
ABLAINCOURT PRESSOIR,49.8413195623,2.82481058921,80320,80002,Somme,Somme
ACHEUX EN AMIENOIS,50.0715561395,2.53117777106,80560,80003,Somme,Somme
ACHEUX EN VIMEU,50.0660366423,1.67027205864,80210,80004,Somme,Somme
AGENVILLE,50.1718032322,2.10777026695,80370,80005,Somme,Somme
AGENVILLERS,50.179281145,1.92367045048,80150,80006,Somme,Somme
AIGNEVILLE,50.0367632999,1.60998293635,80210,80008,Somme,Somme
AILLY LE HAUT CLOCHER,50.0813661279,1.996040675,80690,80009,Somme,Somme
AILLY SUR NOYE,49.7466608044,2.34699446197,80250,80010,Somme,Somme
AILLY SUR SOMME,49.9134876579,2.18609222746,80470,80011,Somme,Somme
AIRAINES,49.9720712318,1.94513035737,80270,80013,Somme,Somme
AIRAINES,49.9720712318,1.94513035737,80270,80013,Somme,Somme
AIZECOURT LE BAS,49.9867768192,3.02909399369,80240,80014,Somme,Somme
AIZECOURT LE HAUT,49.9669534703,2.98250284115,80200,80015,Somme,Somme
ALBERT,50.0040829344,2.6483138296,80300,80016,Somme,Somme
ALLAINES,49.9632577527,2.9374491434,80200,80017,Somme,Somme
ALLENAY,50.0864703319,1.49294201709,80130,80018,Somme,Somme
ALLERY,49.9594164117,1.88551094402,80270,80019,Somme,Somme
ALLONVILLE,49.9379400536,2.3677741824,80260,80020,Somme,Somme
AMIENS,49.9009532186,2.29007445539,80000,80021,Somme,Somme
AMIENS,49.9009532186,2.29007445539,80080,80021,Somme,Somme
AMIENS,49.9009532186,2.29007445539,80090,80021,Somme,Somme
ANDAINVILLE,49.8911987998,1.78468035475,80140,80022,Somme,Somme
ANDECHY,49.7147246952,2.70662674377,80700,80023,Somme,Somme
ARGOEUVES,49.9413936849,2.24676238077,80470,80024,Somme,Somme
ARGOULES,50.3376452337,1.81790740998,80120,80025,Somme,Somme
ARGUEL,49.8765831654,1.80743667237,80140,80026,Somme,Somme
ARMANCOURT,49.6767593182,2.71293599073,80700,80027,Somme,Somme
ARQUEVES,50.0728473755,2.47755633754,80560,80028,Somme,Somme
ARREST,50.1288264007,1.61923803705,80820,80029,Somme,Somme
ARRY,50.2821494192,1.72270579703,80120,80030,Somme,Somme
ARVILLERS,49.7318756883,2.63586531946,80910,80031,Somme,Somme
ASSAINVILLERS,49.6231275288,2.59930231823,80500,80032,Somme,Somme
ASSEVILLERS,49.898435303,2.84165969588,80200,80033,Somme,Somme
ATHIES,49.856991186,2.97748073745,80200,80034,Somme,Somme
AUBERCOURT,49.8378941809,2.54731400317,80110,80035,Somme,Somme
AUBIGNY,49.887570915,2.47173096758,80800,80036,Somme,Somme
AUBVILLERS,49.7085691386,2.47932123,80110,80037,Somme,Somme
AUCHONVILLERS,50.0820136591,2.63330936836,80560,80038,Somme,Somme
AULT,50.0925488309,1.44717519345,80460,80039,Somme,Somme
AUMATRE,49.921572463,1.77316426694,80140,80040,Somme,Somme
AUMONT,49.8787928902,1.92410862168,80640,80041,Somme,Somme
AUTHEUX,50.1395423257,2.2331435159,80600,80042,Somme,Somme
AUTHIE,50.1184979132,2.4915242737,80560,80043,Somme,Somme
AUTHIEULE,50.1359051678,2.37778968129,80600,80044,Somme,Somme
AUTHUILLE,50.046768796,2.67678190814,80300,80045,Somme,Somme
AVELESGES,49.9032524695,1.93185720865,80270,80046,Somme,Somme
AVELUY,50.0311586735,2.66043117023,80300,80047,Somme,Somme
AVESNES CHAUSSOY,49.8930647455,1.86378410575,80140,80048,Somme,Somme
AYENCOURT,49.6264865136,2.55113103063,80500,80049,Somme,Somme
BACOUEL SUR SELLE,49.8303379321,2.19407560384,80480,80050,Somme,Somme
BAILLEUL,50.0258469553,1.85504998137,80490,80051,Somme,Somme
BAIZIEUX,49.990475441,2.51255850083,80300,80052,Somme,Somme
BALATRE,49.7112977032,2.86504759397,80700,80053,Somme,Somme
BARLEUX,49.8976551923,2.89316410406,80200,80054,Somme,Somme
BARLY,50.2057087511,2.27424425535,80600,80055,Somme,Somme
BAVELINCOURT,50.00064508,2.44958045984,80260,80056,Somme,Somme
BAYENCOURT,50.1316566885,2.57224230294,80560,80057,Somme,Somme
BAYONVILLERS,49.8647263676,2.62854322017,80170,80058,Somme,Somme
BAZENTIN,50.0297774468,2.76647860056,80300,80059,Somme,Somme
BEALCOURT,50.1965893183,2.18248694285,80370,80060,Somme,Somme
BEAUCAMPS LE JEUNE,49.8168077628,1.77087038319,80430,80061,Somme,Somme
BEAUCAMPS LE VIEUX,49.8435746385,1.77757240569,80430,80062,Somme,Somme
BEAUCHAMPS,50.0192246753,1.52332437274,80770,80063,Somme,Somme
BEAUCOURT EN SANTERRE,49.7964929568,2.58623353641,80110,80064,Somme,Somme
BEAUCOURT SUR L ANCRE,50.0848116723,2.68398023051,80300,80065,Somme,Somme
BEAUCOURT SUR L HALLUE,49.9982031782,2.42756312859,80260,80066,Somme,Somme
BEAUFORT EN SANTERRE,49.7816500284,2.66079679081,80170,80067,Somme,Somme
BEAUMETZ,50.1349354477,2.11024314398,80370,80068,Somme,Somme
BEAUMONT HAMEL,50.0765625531,2.65959457808,80300,80069,Somme,Somme
BEAUQUESNE,50.0811863069,2.37614485033,80600,80070,Somme,Somme
BEAUVAL,50.1079177763,2.32862837789,80630,80071,Somme,Somme
BECORDEL BECOURT,49.9966789706,2.68706400892,80300,80073,Somme,Somme
BECQUIGNY,49.6889391045,2.62140108119,80500,80074,Somme,Somme
BEHEN,50.0512628383,1.76199084272,80870,80076,Somme,Somme
BEHENCOURT,49.9738173198,2.469734228,80260,80077,Somme,Somme
BELLANCOURT,50.092743931,1.91271361466,80132,80078,Somme,Somme
BELLEUSE,49.7029480012,2.11374292271,80160,80079,Somme,Somme
BELLOY EN SANTERRE,49.8846472208,2.85995670033,80200,80080,Somme,Somme
BELLOY ST LEONARD,49.9048731038,1.91019659316,80270,80081,Somme,Somme
BELLOY SUR SOMME,49.9807813124,2.13868145771,80310,80082,Somme,Somme
BERGICOURT,49.7444595181,2.0280499183,80290,80083,Somme,Somme
BERMESNIL,49.897842281,1.74398450934,80140,80084,Somme,Somme
BERMESNIL,49.897842281,1.74398450934,80140,80084,Somme,Somme
BERNATRE,50.1942289185,2.09783309423,80370,80085,Somme,Somme
BERNAVILLE,50.1349359626,2.17571907159,80370,80086,Somme,Somme
BERNAVILLE,50.1349359626,2.17571907159,80370,80086,Somme,Somme
BERNAY EN PONTHIEU,50.2637068045,1.75043603953,80120,80087,Somme,Somme
BERNES,49.9087174553,3.10186976194,80240,80088,Somme,Somme
BERNEUIL,50.088214456,2.17360293131,80620,80089,Somme,Somme
BERNY EN SANTERRE,49.8665475178,2.85058126397,80200,80090,Somme,Somme
BERTANGLES,49.9733253681,2.29150476832,80260,80092,Somme,Somme
BERTEAUCOURT LES DAMES,50.0417860599,2.15714009582,80850,80093,Somme,Somme
BERTEAUCOURT LES THENNES,49.8198024582,2.46222741859,80110,80094,Somme,Somme
BERTRANCOURT,50.1008193458,2.56424991532,80560,80095,Somme,Somme
BETHENCOURT SUR MER,50.0753883023,1.49950861954,80130,80096,Somme,Somme
BETHENCOURT SUR SOMME,49.7926456622,2.95729064952,80190,80097,Somme,Somme
BETTEMBOS,49.8039989409,1.88150562545,80290,80098,Somme,Somme
BETTENCOURT RIVIERE,49.9927948123,1.97764245774,80270,80099,Somme,Somme
BETTENCOURT ST OUEN,50.0175313479,2.1222553636,80610,80100,Somme,Somme
BEUVRAIGNES,49.6381423232,2.77599755384,80700,80101,Somme,Somme
BIACHES,49.9232199949,2.90026502306,80200,80102,Somme,Somme
BIARRE,49.7219365982,2.88347659753,80190,80103,Somme,Somme
BIENCOURT,49.9765483464,1.69314277635,80140,80104,Somme,Somme
BILLANCOURT,49.7384473061,2.8992050536,80190,80105,Somme,Somme
BLANGY SOUS POIX,49.7660915332,2.00447254772,80290,80106,Somme,Somme
BLANGY TRONVILLE,49.8695433545,2.43039869559,80440,80107,Somme,Somme
BOISBERGUES,50.153116145,2.22236323766,80600,80108,Somme,Somme
LE BOISLE,50.2683509282,1.97366129203,80150,80109,Somme,Somme
BOISMONT,50.1579086414,1.6734332027,80230,80110,Somme,Somme
BONNAY,49.9429089907,2.50691249555,80800,80112,Somme,Somme
BONNEVILLE,50.0778725403,2.26234835981,80670,80113,Somme,Somme
BOSQUEL,49.737214267,2.21306482831,80160,80114,Somme,Somme
BOUCHAVESNES BERGEN,49.9924551007,2.92163834053,80200,80115,Somme,Somme
BOUCHOIR,49.7455243243,2.67870575145,80910,80116,Somme,Somme
BOUCHON,50.0402317999,2.0267416793,80830,80117,Somme,Somme
BOUFFLERS,50.2589447905,2.02128865897,80150,80118,Somme,Somme
BOUGAINVILLE,49.8646198676,2.04693888376,80540,80119,Somme,Somme
BOUILLANCOURT EN SERY,49.9600031644,1.63026565334,80220,80120,Somme,Somme
BOUILLANCOURT LA BATAILLE,49.6969888721,2.52667991931,80500,80121,Somme,Somme
BOUQUEMAISON,50.215619756,2.3391533708,80600,80122,Somme,Somme
BOURDON,49.9902026288,2.08654699872,80310,80123,Somme,Somme
BOURSEVILLE,50.1053525119,1.52189150446,80130,80124,Somme,Somme
BOUSSICOURT,49.6993761451,2.57204034284,80500,80125,Somme,Somme
BOUTTENCOURT,49.9505843914,1.61002732845,80220,80126,Somme,Somme
BOUVAINCOURT SUR BRESLE,50.0359241083,1.49611906465,80220,80127,Somme,Somme
BOUVINCOURT EN VERMANDOIS,49.8908963311,3.04415647131,80200,80128,Somme,Somme
BOUZINCOURT,50.0233961176,2.61186283447,80300,80129,Somme,Somme
BOVELLES,49.8897442971,2.14077801303,80540,80130,Somme,Somme
BOVES,49.8416983547,2.38329938431,80440,80131,Somme,Somme
BRACHES,49.7302364752,2.49897574736,80110,80132,Somme,Somme
BRAILLY CORNEHOTTE,50.2243173522,1.95816617039,80150,80133,Somme,Somme
BRASSY,49.731490735,2.05041493122,80160,80134,Somme,Somme
BRAY LES MAREUIL,50.0514877131,1.84854806423,80580,80135,Somme,Somme
BRAY SUR SOMME,49.9549092786,2.72156545459,80340,80136,Somme,Somme
BREILLY,49.9293462442,2.16426343051,80470,80137,Somme,Somme
BRESLE,49.9903903024,2.54921483681,80300,80138,Somme,Somme
BREUIL,49.7369102712,2.94902548563,80400,80139,Somme,Somme
BREVILLERS,50.2154961787,2.38099376093,80600,80140,Somme,Somme
BRIE,49.8792146401,2.94219919027,80200,80141,Somme,Somme
BRIQUEMESNIL FLOXICOURT,49.8878430503,2.08048930837,80540,80142,Somme,Somme
BROCOURT,49.8511224516,1.81975446597,80430,80143,Somme,Somme
BROUCHY,49.7163704547,3.0972242101,80400,80144,Somme,Somme
BRUCAMPS,50.071318862,2.05279274058,80690,80145,Somme,Somme
BRUTELLES,50.1369120037,1.52031200615,80230,80146,Somme,Somme
BUIGNY L ABBE,50.0970703455,1.94454979441,80132,80147,Somme,Somme
BUIGNY LES GAMACHES,50.0191959545,1.56883948114,80220,80148,Somme,Somme
BUIGNY ST MACLOU,50.1528695248,1.81999601533,80132,80149,Somme,Somme
BUIRE COURCELLES,49.9332857649,3.00805695151,80200,80150,Somme,Somme
BUIRE SUR L ANCRE,49.9748538247,2.59295688367,80300,80151,Somme,Somme
BUS LA MESIERE,49.6380331546,2.71416048413,80700,80152,Somme,Somme
BUS LES ARTOIS,50.1041450008,2.54068551705,80560,80153,Somme,Somme
BUSSU,49.946447754,2.97567757191,80200,80154,Somme,Somme
BUSSUS BUSSUEL,50.1099366485,2.00778988725,80135,80155,Somme,Somme
BUSSY LES DAOURS,49.9124884023,2.41234649505,80800,80156,Somme,Somme
BUSSY LES POIX,49.8174206612,2.01371818079,80290,80157,Somme,Somme
BUVERCHY,49.7274888762,2.97016764633,80400,80158,Somme,Somme
CACHY,49.8574900096,2.47680531465,80800,80159,Somme,Somme
CAGNY,49.8505763421,2.33749287161,80330,80160,Somme,Somme
CAHON,50.1196980622,1.7290169639,80132,80161,Somme,Somme
CAIX,49.8107478766,2.64567730523,80170,80162,Somme,Somme
CAMBRON,50.1092631325,1.7656573387,80132,80163,Somme,Somme
CAMON,49.9013220583,2.36320742783,80450,80164,Somme,Somme
CAMPS EN AMIENOIS,49.8837326113,1.9644871607,80540,80165,Somme,Somme
CANAPLES,50.0613505846,2.2308855769,80670,80166,Somme,Somme
CANCHY,50.1871744967,1.87350289906,80150,80167,Somme,Somme
CANDAS,50.0996928866,2.28044782688,80750,80168,Somme,Somme
CANNESSIERES,49.9357156714,1.76566722724,80140,80169,Somme,Somme
CANTIGNY,49.6651675487,2.4899456786,80500,80170,Somme,Somme
CAOURS,50.1280550287,1.88114339899,80132,80171,Somme,Somme
CAPPY,49.9256314774,2.76317841426,80340,80172,Somme,Somme
CARDONNETTE,49.9521802648,2.35601706384,80260,80173,Somme,Somme
LE CARDONNOIS,49.6311653117,2.48308861146,80500,80174,Somme,Somme
CARNOY,49.9863585561,2.75529540341,80300,80175,Somme,Somme
CARREPUIS,49.7045602877,2.81927389833,80700,80176,Somme,Somme
CARTIGNY,49.9086884167,3.0172741613,80200,80177,Somme,Somme
CAULIERES,49.7867766855,1.89908479868,80290,80179,Somme,Somme
CAVILLON,49.9182245477,2.07548412693,80310,80180,Somme,Somme
CAYEUX EN SANTERRE,49.8125645731,2.60583040653,80800,80181,Somme,Somme
CAYEUX SUR MER,50.1760397062,1.51571510783,80410,80182,Somme,Somme
CERISY BULEUX,49.9731167582,1.73718329436,80140,80183,Somme,Somme
CERISY,49.8960525019,2.6224408332,80800,80184,Somme,Somme
CHAMPIEN,49.6958546221,2.8583583655,80700,80185,Somme,Somme
CHAULNES,49.8169359721,2.80153906029,80320,80186,Somme,Somme
LA CHAUSSEE TIRANCOURT,49.9611459637,2.16746798026,80310,80187,Somme,Somme
CHAUSSOY EPAGNY,49.7215007115,2.32882055299,80250,80188,Somme,Somme
LA CHAVATTE,49.7556683271,2.76426883905,80700,80189,Somme,Somme
CHEPY,50.0644802332,1.64325361744,80210,80190,Somme,Somme
CHILLY,49.7964728556,2.76983345843,80170,80191,Somme,Somme
CHIPILLY,49.9179353408,2.65156030414,80800,80192,Somme,Somme
CHIRMONT,49.7148777519,2.37183697001,80250,80193,Somme,Somme
CHUIGNES,49.8980530703,2.75163038239,80340,80194,Somme,Somme
CHUIGNOLLES,49.9016436586,2.72842552423,80340,80195,Somme,Somme
CITERNE,49.9790065102,1.81690705354,80490,80196,Somme,Somme
CIZANCOURT,49.8401313107,2.91812526703,80200,80197,Somme,Somme
CLAIRY SAULCHOIX,49.8546987793,2.1678833231,80540,80198,Somme,Somme
CLERY SUR SOMME,49.9622243429,2.88668323143,80200,80199,Somme,Somme
COCQUEREL,50.0556210694,1.96022632545,80510,80200,Somme,Somme
COIGNEUX,50.1301013343,2.55612696272,80560,80201,Somme,Somme
COISY,49.9654599063,2.33299519676,80260,80202,Somme,Somme
COLINCAMPS,50.1015546044,2.60960193283,80560,80203,Somme,Somme
COMBLES,50.0100855412,2.87396008715,80360,80204,Somme,Somme
CONDE FOLIE,50.0036692139,2.02115271491,80890,80205,Somme,Somme
CONTALMAISON,50.0293857303,2.73562069227,80300,80206,Somme,Somme
CONTAY,50.0098213909,2.46810358617,80560,80207,Somme,Somme
CONTEVILLE,50.1794083006,2.06745109886,80370,80208,Somme,Somme
CONTOIRE,49.7265282008,2.5554571775,80500,80209,Somme,Somme
CONTRE,49.7457278213,2.08802522274,80160,80210,Somme,Somme
CONTY,49.7503380472,2.14458684266,80160,80211,Somme,Somme
CONTY,49.7503380472,2.14458684266,80160,80211,Somme,Somme
CORBIE,49.9202042489,2.49498506906,80800,80212,Somme,Somme
COTTENCHY,49.8071878667,2.36831335799,80440,80213,Somme,Somme
COULLEMELLE,49.6700657392,2.42527413369,80250,80214,Somme,Somme
COULONVILLERS,50.1533593307,2.01779110605,80135,80215,Somme,Somme
COURCELETTE,50.0596663352,2.74385000997,80300,80216,Somme,Somme
COURCELLES AU BOIS,50.1053551298,2.58253392704,80560,80217,Somme,Somme
COURCELLES SOUS MOYENCOURT,49.8097148289,2.04154408468,80290,80218,Somme,Somme
COURCELLES SOUS THOIX,49.7211108706,2.07600122174,80160,80219,Somme,Somme
COURTEMANCHE,49.6644829732,2.54537456166,80500,80220,Somme,Somme
CRAMONT,50.1529953582,2.04893639433,80370,80221,Somme,Somme
CRECY EN PONTHIEU,50.2402128609,1.84519481744,80150,80222,Somme,Somme
CRECY EN PONTHIEU,50.2402128609,1.84519481744,80150,80222,Somme,Somme
CREMERY,49.7432112752,2.82399385307,80700,80223,Somme,Somme
CRESSY OMENCOURT,49.7175340388,2.90771256914,80190,80224,Somme,Somme
CREUSE,49.8354296126,2.15949387069,80480,80225,Somme,Somme
CROIX MOLIGNEAUX,49.8196677644,3.00036517518,80400,80226,Somme,Somme
CROIXRAULT,49.7945025614,1.98646033146,80290,80227,Somme,Somme
LE CROTOY,50.2439123347,1.62316246487,80550,80228,Somme,Somme
CROUY ST PIERRE,49.9600035643,2.09312731925,80310,80229,Somme,Somme
CROUY ST PIERRE,49.9600035643,2.09312731925,80310,80229,Somme,Somme
CURCHY,49.7790671802,2.86870993814,80190,80230,Somme,Somme
CURCHY,49.7790671802,2.86870993814,80190,80230,Somme,Somme
CURLU,49.968391929,2.81850573633,80360,80231,Somme,Somme
DAMERY,49.7307619763,2.73676908988,80700,80232,Somme,Somme
DANCOURT POPINCOURT,49.6656361269,2.73132114771,80700,80233,Somme,Somme
DAOURS,49.9037514357,2.43946725937,80800,80234,Somme,Somme
DARGNIES,50.0427980747,1.52971446889,80570,80235,Somme,Somme
DAVENESCOURT,49.7141857195,2.5965399646,80500,80236,Somme,Somme
DEMUIN,49.8163771889,2.53950066337,80110,80237,Somme,Somme
DERNANCOURT,49.9790238036,2.6233494587,80300,80238,Somme,Somme
DEVISE,49.8511316053,3.00863370114,80200,80239,Somme,Somme
DOINGT,49.9231785362,2.96256193239,80200,80240,Somme,Somme
DOMART EN PONTHIEU,50.0757557319,2.12318895093,80620,80241,Somme,Somme
DOMART SUR LA LUCE,49.8261059285,2.48829178135,80110,80242,Somme,Somme
DOMESMONT,50.1201839274,2.14393813299,80370,80243,Somme,Somme
DOMINOIS,50.32820704,1.84903188251,80120,80244,Somme,Somme
DOMLEGER LONGVILLERS,50.155006107,2.08731337577,80370,80245,Somme,Somme
DOMLEGER LONGVILLERS,50.155006107,2.08731337577,80370,80245,Somme,Somme
DOMMARTIN,49.7953023134,2.40134941683,80440,80246,Somme,Somme
DOMPIERRE BECQUINCOURT,49.9109218562,2.80675580666,80980,80247,Somme,Somme
DOMPIERRE SUR AUTHIE,50.2951382167,1.92084016717,80150,80248,Somme,Somme
DOMQUEUR,50.1135608608,2.05150566393,80620,80249,Somme,Somme
DOMVAST,50.2018721228,1.90447781648,80150,80250,Somme,Somme
DOUDELAINVILLE,50.000881757,1.76404331717,80140,80251,Somme,Somme
DOUILLY,49.7969167916,3.05834813816,80400,80252,Somme,Somme
DOULLENS,50.1631890421,2.347176744,80600,80253,Somme,Somme
DREUIL LES AMIENS,49.915981632,2.22637033069,80470,80256,Somme,Somme
DRIENCOURT,49.9575231361,3.00524852659,80240,80258,Somme,Somme
DROMESNIL,49.8773914061,1.86918109607,80640,80259,Somme,Somme
DRUCAT,50.1459729311,1.86130040867,80132,80260,Somme,Somme
DURY,49.8524314645,2.27669568816,80480,80261,Somme,Somme
EAUCOURT SUR SOMME,50.0682542409,1.88826877108,80580,80262,Somme,Somme
L ECHELLE ST AURIN,49.6903778233,2.71710736022,80700,80263,Somme,Somme
ECLUSIER VAUX,49.9511135171,2.79148931118,80340,80264,Somme,Somme
EMBREVILLE,50.0329608641,1.55242775238,80570,80265,Somme,Somme
ENGLEBELMER,50.0547930425,2.60796458137,80300,80266,Somme,Somme
ENNEMAIN,49.8401372627,2.95682894761,80200,80267,Somme,Somme
EPAGNE EPAGNETTE,50.077303233,1.86764272017,80580,80268,Somme,Somme
EPAUMESNIL,49.9140770962,1.85499988847,80140,80269,Somme,Somme
EPECAMPS,50.1109041034,2.15406528883,80370,80270,Somme,Somme
EPEHY,50.0062828894,3.13298664943,80740,80271,Somme,Somme
EPENANCOURT,49.8202345007,2.92950744804,80190,80272,Somme,Somme
EPLESSIER,49.7843306354,1.94046877526,80290,80273,Somme,Somme
EPPEVILLE,49.737763833,3.04903557364,80400,80274,Somme,Somme
EQUANCOURT,50.0353500187,3.01428549261,80360,80275,Somme,Somme
EQUENNES ERAMECOURT,49.7278828186,1.95586225984,80290,80276,Somme,Somme
EQUENNES ERAMECOURT,49.7278828186,1.95586225984,80290,80276,Somme,Somme
ERCHES,49.7243449482,2.67246538039,80500,80278,Somme,Somme
ERCHEU,49.7010057712,2.94654183178,80400,80279,Somme,Somme
ERCOURT,50.0405703516,1.72408461837,80210,80280,Somme,Somme
ERGNIES,50.088353406,2.03216218477,80690,80281,Somme,Somme
ERONDELLE,50.0466779829,1.87770627984,80580,80282,Somme,Somme
ESCLAINVILLERS,49.6903222746,2.39899082941,80250,80283,Somme,Somme
ESMERY HALLON,49.711331314,3.02468850154,80400,80284,Somme,Somme
ESSERTAUX,49.7465663966,2.25808683879,80160,80285,Somme,Somme
ESTREBOEUF,50.153768945,1.62848401612,80230,80287,Somme,Somme
ESTREES DENIECOURT,49.8718517674,2.82257224293,80200,80288,Somme,Somme
ESTREES LES CRECY,50.2583279205,1.93391857505,80150,80290,Somme,Somme
ESTREES SUR NOYE,49.7842642884,2.33898041831,80250,80291,Somme,Somme
ETALON,49.760781553,2.84879580561,80190,80292,Somme,Somme
ETELFAY,49.6643512814,2.61085791876,80500,80293,Somme,Somme
ETERPIGNY,49.8856524019,2.91602886525,80200,80294,Somme,Somme
ETINEHEM,49.9355483408,2.68802553545,80340,80295,Somme,Somme
L ETOILE,50.0257741586,2.03789491434,80830,80296,Somme,Somme
ETREJUST,49.9117893247,1.88724692625,80140,80297,Somme,Somme
ETRICOURT MANANCOURT,50.0296469138,2.98220820221,80360,80298,Somme,Somme
LA FALOISE,49.6967150248,2.34026519713,80250,80299,Somme,Somme
FALVY,49.8226904819,2.96264850064,80190,80300,Somme,Somme
FAMECHON,49.7670124378,2.03228812807,80290,80301,Somme,Somme
FAVEROLLES,49.6455544304,2.61943483377,80500,80302,Somme,Somme
FAVIERES,50.2347245529,1.6686251564,80120,80303,Somme,Somme
FAY,49.8873496451,2.80237864431,80200,80304,Somme,Somme
FERRIERES,49.8848976333,2.17848518817,80470,80305,Somme,Somme
FESCAMPS,49.6415538079,2.6866324021,80500,80306,Somme,Somme
FEUILLERES,49.9413358686,2.85151703169,80200,80307,Somme,Somme
FEUQUIERES EN VIMEU,50.0586890132,1.60286717803,80210,80308,Somme,Somme
FIENVILLERS,50.1178805706,2.23440676149,80750,80310,Somme,Somme
FIGNIERES,49.6803491005,2.58545736222,80500,80311,Somme,Somme
FINS,50.0420364674,3.04221057518,80360,80312,Somme,Somme
FLAUCOURT,49.9174280416,2.86789374494,80200,80313,Somme,Somme
FLERS,50.0506500725,2.81773522664,80360,80314,Somme,Somme
FLERS SUR NOYE,49.7293333092,2.25757976888,80160,80315,Somme,Somme
FLESSELLES,50.0032539438,2.25940625975,80260,80316,Somme,Somme
FLEURY,49.7357232045,2.11453536529,80160,80317,Somme,Somme
FLIXECOURT,50.0103212084,2.07964672237,80420,80318,Somme,Somme
FLUY,49.8596757003,2.0859623346,80540,80319,Somme,Somme
FOLIES,49.7629825224,2.66649413989,80170,80320,Somme,Somme
FOLLEVILLE,49.6776909768,2.3550476043,80250,80321,Somme,Somme
FONCHES FONCHETTE,49.7761107379,2.82157926223,80700,80322,Somme,Somme
FONTAINE LE SEC,49.9436201433,1.80412989344,80140,80324,Somme,Somme
FONTAINE LES CAPPY,49.8992002068,2.77659071025,80340,80325,Somme,Somme
FONTAINE SOUS MONTDIDIER,49.6550724443,2.50539599355,80500,80326,Somme,Somme
FONTAINE SUR MAYE,50.2366154293,1.93030936101,80150,80327,Somme,Somme
FONTAINE SUR SOMME,50.0246616547,1.94061931752,80510,80328,Somme,Somme
FORCEVILLE,50.0660087651,2.5554412385,80560,80329,Somme,Somme
FORCEVILLE EN VIMEU,49.9618487041,1.7994141824,80140,80330,Somme,Somme
FOREST L ABBAYE,50.2032978868,1.83242600147,80150,80331,Somme,Somme
FOREST MONTIERS,50.2442234148,1.73665378586,80120,80332,Somme,Somme
FORT MAHON PLAGE,50.3450588351,1.5770676415,80120,80333,Somme,Somme
FOSSEMANANT,49.8021156407,2.1900941827,80160,80334,Somme,Somme
FOUCAUCOURT EN SANTERRE,49.8766837829,2.76975494054,80340,80335,Somme,Somme
FOUCAUCOURT HORS NESLE,49.9175841672,1.71782480401,80140,80336,Somme,Somme
FOUENCAMPS,49.8191300337,2.40787983027,80440,80337,Somme,Somme
FOUILLOY,49.8905768048,2.50445171042,80800,80338,Somme,Somme
FOUQUESCOURT,49.7707802133,2.74741302134,80170,80339,Somme,Somme
FOURCIGNY,49.7521286153,1.82506913189,80290,80340,Somme,Somme
FOURDRINOY,49.9240125168,2.10528066329,80310,80341,Somme,Somme
FRAMERVILLE RAINECOURT,49.8633129954,2.72000159396,80131,80342,Somme,Somme
FRAMICOURT,49.9560141048,1.67720723941,80140,80343,Somme,Somme
FRANCIERES,50.0743738616,1.94581106612,80690,80344,Somme,Somme
FRANLEU,50.0996882726,1.64455046591,80210,80345,Somme,Somme
FRANQUEVILLE,50.0953559703,2.0966149018,80620,80346,Somme,Somme
FRANSART,49.7686241864,2.77384831691,80700,80347,Somme,Somme
FRANSU,50.1129742666,2.0902535968,80620,80348,Somme,Somme
FRANSURES,49.7136759827,2.23410813996,80160,80349,Somme,Somme
FRANVILLERS,49.9701448943,2.4998796685,80800,80350,Somme,Somme
FRECHENCOURT,49.9640407626,2.43689907824,80260,80351,Somme,Somme
FREMONTIERS,49.7684546166,2.07402438428,80160,80352,Somme,Somme
FRESNES MAZANCOURT,49.8513622783,2.86281953727,80320,80353,Somme,Somme
FRESNES TILLOLOY,49.9824182223,1.76035909217,80140,80354,Somme,Somme
FRESNEVILLE,49.887535881,1.83139582116,80140,80355,Somme,Somme
FRESNOY ANDAINVILLE,49.9086024009,1.79178711806,80140,80356,Somme,Somme
FRESNOY AU VAL,49.8374899033,2.05143739704,80290,80357,Somme,Somme
FRESNOY EN CHAUSSEE,49.7722587702,2.58381477214,80110,80358,Somme,Somme
FRESNOY LES ROYE,49.7408277684,2.77942583155,80700,80359,Somme,Somme
FRESSENNEVILLE,50.0612665592,1.56652824235,80390,80360,Somme,Somme
FRETTECUISSE,49.9234423718,1.81014711359,80140,80361,Somme,Somme
FRETTEMEULE,49.9995897273,1.63939407213,80220,80362,Somme,Somme
FRIAUCOURT,50.0873184654,1.47414674764,80460,80364,Somme,Somme
FRICAMPS,49.8182138664,1.99055503958,80290,80365,Somme,Somme
FRICOURT,49.9963797801,2.71518439467,80300,80366,Somme,Somme
FRISE,49.940092522,2.81429548717,80340,80367,Somme,Somme
FRIVILLE ESCARBOTIN,50.0860775469,1.54350789133,80130,80368,Somme,Somme
FROHEN SUR AUTHIE,50.2020618045,2.20851468779,80370,80369,Somme,Somme
FROHEN SUR AUTHIE,50.2020618045,2.20851468779,80370,80369,Somme,Somme
FROYELLES,50.2231594958,1.9254990977,80150,80371,Somme,Somme
FRUCOURT,49.9984233646,1.81098988886,80490,80372,Somme,Somme
GAMACHES,49.9947189836,1.55641684264,80220,80373,Somme,Somme
GAPENNES,50.1783068722,1.95226014182,80150,80374,Somme,Somme
